index,labels,comment_sentence,comment_clean,combo,combo_clean
909,"[0, 0, 0, 0, 0, 1]",sparta canvas Provides A paint builder That should be used to build concerete paints.,sparta canvas provides paint builder used build concerete paint,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
910,"[0, 0, 0, 0, 0, 1]",the connection key is the text that is displayed in the breadcrimb.,connection key text displayed breadcrimb,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
911,"[0, 0, 0, 0, 0, 1]",i am typically victimized for unnumbered name,typically victimized unnumbered name,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
912,"[0, 0, 0, 0, 0, 1]",the Association key is the text that is expose in the breadcrimb.,association key text expose breadcrimb,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
913,"[0, 0, 0, 0, 0, 1]",a scope Process should transmit #reap To me.,scope process transmit reap,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
914,"[0, 0, 0, 0, 0, 1]",the mouse displace event is fired when a pointing gimmick usually A creep is propel while over an element.,mouse displace event fired pointing gimmick usually creep propel element,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
915,"[0, 0, 0, 0, 0, 1]",for papers handlers query fields are used.,paper handler query field used,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
916,"[0, 0, 0, 0, 0, 1]",a background process Should send #reap to me.,background process send reap,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
917,"[0, 0, 0, 0, 0, 1]","class bltextelement provides Different text measurement strategies, apiece suited for A specific Use case.",class bltextelement provides different text measurement strategy apiece suited specific use case,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
918,"[0, 0, 0, 0, 0, 1]",for document handler interrogation fields are used.,document handler interrogation field used,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
919,"[0, 0, 0, 0, 0, 1]","users can configure default options that apply to All repositories from a release, or configure options for individual repositories.",user configure default option apply repository release configure option individual repository,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
920,"[0, 0, 0, 0, 0, 1]",the Ui may want to Display them in a transcript,ui may want display transcript,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,sent element removed parent | blelementremovedevent
