index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
994,TracingConsole.java,the console is attached to a launch,0,the console is attached to a launch | tracingconsole java,"[1, 0, 0, 0, 0, 0, 0]"
1002,UPCKeyword.java,enumeration of keywords that upc adds to c99,0,enumeration of keywords that upc adds to c99 | upckeyword java,"[1, 0, 0, 0, 0, 0, 0]"
1003,UPCKeyword.java,author mike kucera,0,author mike kucera | upckeyword java,"[0, 1, 0, 0, 0, 0, 0]"
1005,UPCLanguage.java,author mike kucera,0,author mike kucera | upclanguage java,"[0, 1, 0, 0, 0, 0, 0]"
1009,WhiteSpaceOptions.java,manage code formatter white space options on a higher level,0,manage code formatter white space options on a higher level | whitespaceoptions java,"[1, 0, 0, 0, 0, 0, 0]"
1015,WhiteSpaceOptions.java,a node representing a group of options in the tree,0,a node representing a group of options in the tree | whitespaceoptions java,"[0, 0, 0, 1, 0, 0, 0]"
1021,AbstractCollectionTester.java,base class for collection testers,0,base class for collection testers | abstractcollectiontester java,"[1, 0, 0, 0, 0, 0, 0]"
1022,AbstractCollectionTester.java,param e the element type of the collection to be tested,0,param e the element type of the collection to be tested | abstractcollectiontester java,"[0, 0, 0, 1, 0, 0, 0]"
1028,AbstractListeningExecutorService.java,p in addition to link execute subclasses must implement all methods related to shutdown and,0,p in addition to link execute subclasses must implement all methods related to shutdown and | abstractlisteningexecutorservice java,"[0, 0, 0, 1, 0, 0, 0]"
1029,AbstractListeningExecutorService.java,termination,0,termination | abstractlisteningexecutorservice java,"[0, 0, 0, 1, 0, 0, 0]"
1030,AbstractListeningExecutorService.java,author chris povirk,0,author chris povirk | abstractlisteningexecutorservice java,"[0, 1, 0, 0, 0, 0, 0]"
1034,AbstractLoadingCache.java,effort required to implement this interface,0,effort required to implement this interface | abstractloadingcache java,"[0, 0, 0, 0, 0, 0, 1]"
1035,AbstractLoadingCache.java,p to implement a cache the programmer needs only to extend this class and provide an,0,p to implement a cache the programmer needs only to extend this class and provide an | abstractloadingcache java,"[0, 0, 0, 1, 0, 0, 0]"
1036,AbstractLoadingCache.java,link,0,link | abstractloadingcache java,"[0, 0, 0, 1, 0, 0, 0]"
1037,AbstractLoadingCache.java,all other methods throw,0,all other methods throw | abstractloadingcache java,"[0, 0, 0, 1, 0, 0, 0]"
1038,AbstractLoadingCache.java,author charles fry,0,author charles fry | abstractloadingcache java,"[0, 1, 0, 0, 0, 0, 0]"
1040,AbstractMultimap.java,a skeleton code multimap implementation not necessarily in terms of a code map,0,a skeleton code multimap implementation not necessarily in terms of a code map | abstractmultimap java,"[1, 0, 0, 0, 0, 0, 0]"
1045,AbstractSortedKeySortedSetMultimap.java,p this superclass allows code treemultimap to override methods to return navigable set and,0,p this superclass allows code treemultimap to override methods to return navigable set and | abstractsortedkeysortedsetmultimap java,"[0, 0, 0, 0, 0, 0, 1]"
1050,ArbitraryInstances.java,p covers arrays enums and common types defined in code java lang code java lang reflect,0,p covers arrays enums and common types defined in code java lang code java lang reflect | arbitraryinstances java,"[0, 0, 1, 0, 0, 0, 0]"
1051,ArbitraryInstances.java,code java io code java nio code java math code java util code,0,code java io code java nio code java math code java util code | arbitraryinstances java,"[0, 0, 1, 0, 0, 0, 0]"
1053,ArbitraryInstances.java,com google common collect and code com google common primitives,0,com google common collect and code com google common primitives | arbitraryinstances java,"[0, 0, 1, 0, 0, 0, 0]"
1054,ArbitraryInstances.java,in addition if the type,0,in addition if the type | arbitraryinstances java,"[0, 0, 1, 0, 0, 0, 0]"
1055,ArbitraryInstances.java,exposes at least one public static final constant of the same type one of the constants will be,0,exposes at least one public static final constant of the same type one of the constants will be | arbitraryinstances java,"[0, 0, 1, 0, 0, 0, 0]"
1056,ArbitraryInstances.java,used or if the class exposes a public parameter less constructor then it will be new d and,0,used or if the class exposes a public parameter less constructor then it will be new d and | arbitraryinstances java,"[0, 0, 1, 0, 0, 0, 0]"
1057,ArbitraryInstances.java,returned,0,returned | arbitraryinstances java,"[0, 0, 1, 0, 0, 0, 0]"
1061,ArbitraryInstances.java,errors for using code get comparator class as a code comparator foo for example,0,errors for using code get comparator class as a code comparator foo for example | arbitraryinstances java,"[0, 0, 0, 1, 0, 0, 0]"
1062,ArbitraryInstances.java,immutable empty instances are returned for collection types code for string code 0 for,0,immutable empty instances are returned for collection types code for string code 0 for | arbitraryinstances java,"[0, 0, 0, 1, 0, 0, 0]"
1064,ArbitraryInstances.java,for mutable types a fresh,0,for mutable types a fresh | arbitraryinstances java,"[0, 0, 0, 1, 0, 0, 0]"
1065,ArbitraryInstances.java,instance is created each time code get is called,0,instance is created each time code get is called | arbitraryinstances java,"[0, 0, 0, 1, 0, 0, 0]"
1066,ArbitraryInstances.java,author kevin bourrillion,0,author kevin bourrillion | arbitraryinstances java,"[0, 1, 0, 0, 0, 0, 0]"
1068,ArbitraryInstances.java,since 120,0,since 120 | arbitraryinstances java,"[0, 0, 0, 0, 0, 1, 0]"
1070,ArrayListMultimapGwtSerializationDependencies.java,arraylistmultimap,0,arraylistmultimap | arraylistmultimapgwtserializationdependencies java,"[1, 0, 0, 0, 0, 0, 0]"
1072,ArrayListMultimapGwtSerializationDependencies.java,p for details about this hack see link gwtserializationdependencies which takes the same,0,p for details about this hack see link gwtserializationdependencies which takes the same | arraylistmultimapgwtserializationdependencies java,"[0, 0, 0, 0, 1, 0, 0]"
1073,ArrayListMultimapGwtSerializationDependencies.java,approach but with a subclass rather than a superclass,0,approach but with a subclass rather than a superclass | arraylistmultimapgwtserializationdependencies java,"[0, 0, 0, 0, 1, 0, 0]"
1077,AtomicDoubleArrayTest.java,unit test for link atomicdoublearray,0,unit test for link atomicdoublearray | atomicdoublearraytest java,"[1, 0, 0, 0, 0, 0, 0]"
1078,BaseEncodingBenchmark.java,benchmark for code baseencoding performance,0,benchmark for code baseencoding performance | baseencodingbenchmark java,"[1, 0, 0, 0, 0, 0, 0]"
1079,BloomFilter.java,a bloom filter for instances of code t,0,a bloom filter for instances of code t | bloomfilter java,"[1, 0, 0, 0, 0, 0, 0]"
1080,BloomFilter.java,a bloom filter offers an approximate containment test,0,a bloom filter offers an approximate containment test | bloomfilter java,"[1, 0, 0, 0, 0, 0, 0]"
1081,BloomFilter.java,with one sided error if it claims that an element is contained in it this might be in error,0,with one sided error if it claims that an element is contained in it this might be in error | bloomfilter java,"[1, 0, 0, 0, 0, 0, 0]"
1083,BloomFilter.java,p if you are unfamiliar with bloom filters this nice a,0,p if you are unfamiliar with bloom filters this nice a | bloomfilter java,"[0, 0, 0, 0, 1, 0, 0]"
1086,BloomFilter.java,p the false positive probability code fpp of a bloom filter is defined as the probability,0,p the false positive probability code fpp of a bloom filter is defined as the probability | bloomfilter java,"[0, 0, 1, 0, 1, 0, 0]"
1087,BloomFilter.java,that linkplain mightcontain object will erroneously return code true for an object that,0,that linkplain mightcontain object will erroneously return code true for an object that | bloomfilter java,"[0, 0, 1, 0, 1, 0, 0]"
1088,BloomFilter.java,has not actually been put in the code bloomfilter,0,has not actually been put in the code bloomfilter | bloomfilter java,"[0, 0, 1, 0, 1, 0, 0]"
1089,BloomFilter.java,p bloom filters are serializable,0,p bloom filters are serializable | bloomfilter java,"[0, 0, 1, 0, 1, 0, 0]"
1090,BloomFilter.java,they also support a more compact serial representation via the,0,they also support a more compact serial representation via the | bloomfilter java,"[0, 0, 1, 0, 1, 0, 0]"
1091,BloomFilter.java,link writeto and link readfrom methods,0,link writeto and link readfrom methods | bloomfilter java,"[0, 0, 1, 0, 1, 0, 0]"
1092,BloomFilter.java,both serialized forms will continue to be,0,both serialized forms will continue to be | bloomfilter java,"[0, 0, 1, 0, 0, 0, 0]"
1093,BloomFilter.java,supported by future versions of this library,0,supported by future versions of this library | bloomfilter java,"[0, 0, 1, 0, 0, 0, 0]"
1094,BloomFilter.java,however serial forms generated by newer versions,0,however serial forms generated by newer versions | bloomfilter java,"[0, 0, 1, 0, 0, 1, 0]"
1095,BloomFilter.java,of the code may not be readable by older versions of the code eg a serialized bloom filter,0,of the code may not be readable by older versions of the code eg a serialized bloom filter | bloomfilter java,"[0, 0, 1, 0, 0, 1, 0]"
1096,BloomFilter.java,generated today may i not i be readable by a binary that was compiled 6 months ago,0,generated today may i not i be readable by a binary that was compiled 6 months ago | bloomfilter java,"[0, 0, 1, 0, 0, 1, 0]"
1098,BloomFilter.java,it internally uses atomics and,0,it internally uses atomics and | bloomfilter java,"[0, 0, 0, 0, 0, 1, 0]"
1100,BloomFilter.java,param t the type of instances that the code bloomfilter accepts,0,param t the type of instances that the code bloomfilter accepts | bloomfilter java,"[0, 0, 0, 1, 0, 0, 0]"
1101,BloomFilter.java,author dimitris andreou,0,author dimitris andreou | bloomfilter java,"[0, 1, 0, 0, 0, 0, 0]"
1102,BloomFilter.java,author kevin bourrillion,0,author kevin bourrillion | bloomfilter java,"[0, 1, 0, 0, 0, 0, 0]"
1104,BloomFilter.java,cheat sheet m total bits n expected insertions b m n bits per insertion p expected false positive probability 1 optimal k b ln2 2 p 1 e kn m k 3 for optimal k p 2 k 06185 b 4 for optimal k m nlnp ln2 2,0,cheat sheet m total bits n expected insertions b m n bits per insertion p expected false positive probability 1 optimal k b ln2 2 p 1 e kn m k 3 for optimal k p 2 k 06185 b 4 for optimal k m nlnp ln2 2 | bloomfilter java,"[0, 0, 0, 1, 0, 0, 0]"
1107,CacheBuilder.java,a builder of link loadingcache and link cache instances having any combination of the,0,a builder of link loadingcache and link cache instances having any combination of the | cachebuilder java,"[1, 0, 1, 1, 0, 0, 0]"
1111,CacheBuilder.java,li least recently used eviction when a maximum size is exceeded,0,li least recently used eviction when a maximum size is exceeded | cachebuilder java,"[0, 0, 1, 0, 0, 0, 0]"
1113,CacheBuilder.java,li keys automatically wrapped in linkplain weakreference weak references,0,li keys automatically wrapped in linkplain weakreference weak references | cachebuilder java,"[0, 0, 1, 0, 0, 0, 0]"
1115,CacheBuilder.java,softreference soft references,0,softreference soft references | cachebuilder java,"[0, 0, 1, 0, 0, 0, 0]"
1118,CacheBuilder.java,p these features are all optional caches can be created using all or none of them,0,p these features are all optional caches can be created using all or none of them | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1119,CacheBuilder.java,by default,0,by default | cachebuilder java,"[0, 0, 1, 1, 0, 0, 0]"
1120,CacheBuilder.java,cache instances created by code cachebuilder will not perform any type of eviction,0,cache instances created by code cachebuilder will not perform any type of eviction | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1121,CacheBuilder.java,p usage example,0,p usage example | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1124,CacheBuilder.java,maximumsize 10000,0,maximumsize 10000 | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1125,CacheBuilder.java,expireafterwrite duration ofminutes 10,0,expireafterwrite duration ofminutes 10 | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1126,CacheBuilder.java,removallistener my listener,0,removallistener my listener | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1129,CacheBuilder.java,public graph load key key throws anyexception,0,public graph load key key throws anyexception | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1132,CacheBuilder.java,p or equivalently,0,p or equivalently | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1143,CacheBuilder.java,link concurrenthashmap,0,link concurrenthashmap | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1144,CacheBuilder.java,it implements all optional operations of the link loadingcache and,0,it implements all optional operations of the link loadingcache and | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1145,CacheBuilder.java,link cache interfaces,0,link cache interfaces | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1146,CacheBuilder.java,the code asmap view and its collection views have i weakly,0,the code asmap view and its collection views have i weakly | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1147,CacheBuilder.java,consistent iterators i,0,consistent iterators i | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1148,CacheBuilder.java,this means that they are safe for concurrent use but if other threads,0,this means that they are safe for concurrent use but if other threads | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1149,CacheBuilder.java,modify the cache after the iterator is created it is undefined which of these changes if any,0,modify the cache after the iterator is created it is undefined which of these changes if any | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1151,CacheBuilder.java,these iterators never throw link,0,these iterators never throw link | cachebuilder java,"[0, 0, 0, 1, 1, 0, 0]"
1152,CacheBuilder.java,concurrentmodificationexception,0,concurrentmodificationexception | cachebuilder java,"[0, 0, 0, 1, 1, 0, 0]"
1153,CacheBuilder.java,p b note b by default the returned cache uses equality comparisons the link,0,p b note b by default the returned cache uses equality comparisons the link | cachebuilder java,"[0, 0, 1, 0, 0, 0, 0]"
1154,CacheBuilder.java,object equals equals method to determine equality for keys or values,0,object equals equals method to determine equality for keys or values | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1155,CacheBuilder.java,however if link,0,however if link | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1157,CacheBuilder.java,likewise if link weakvalues or link softvalues was specified the cache uses identity,0,likewise if link weakvalues or link softvalues was specified the cache uses identity | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
1158,CacheBuilder.java,comparisons for values,0,comparisons for values | cachebuilder java,"[0, 0, 0, 1, 0, 0, 0]"
